DACtrl_ActualSpeed,Dil_CO2_Concentration,Dil_COL_Concentration,Dil_NOx_Concentration,Dil_THC_Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000
0,0,0,0,0,
130,2,300,300,300,
0.000000,0.050061,-0.812896,0.022982,6.530163,
0.000000,0.050096,-0.811893,0.023259,6.520604,
0.000000,0.050125,-0.822732,0.023652,6.523481,
0.000000,0.050043,-0.820702,0.024614,6.519915,
0.000000,0.050044,-0.804180,0.024426,6.512968,
0.000000,0.050079,-0.851384,0.020940,6.513920,
0.000000,0.050089,-0.833060,0.023068,6.517544,
0.000000,0.050230,-0.796611,0.023958,6.523510,
0.000000,0.050516,-0.823553,0.026539,6.520921,
0.000000,0.050749,-0.840767,0.026742,6.528911,
0.011589,0.050890,-0.811466,0.024616,6.527453,
0.853179,0.051078,-0.853666,0.024889,6.530189,
4.625774,0.051465,-0.845740,0.023694,6.538396,
10.152546,0.052888,-0.830107,0.025012,6.577738,
13.549577,0.055938,-0.673995,0.025744,6.807619,
14.227057,0.062642,0.839702,0.034908,8.451740,
14.866451,0.086089,12.864298,0.079997,18.649476,
15.025631,0.155372,80.560701,0.292664,48.235844,
14.894253,0.278652,302.665891,0.899828,70.794838,
14.757405,0.400288,685.873474,1.739857,85.739355,
14.633330,0.472098,908.202521,2.560420,89.869895,
14.655653,0.496196,994.778033,3.303944,63.093554,
14.770339,0.507715,934.542096,4.366412,71.403110,
14.116358,0.506361,861.521289,5.666961,78.674890,
12.286607,0.493252,743.243909,6.916216,83.944699,
9.157191,0.487173,668.219598,8.112766,87.216228,
5.280470,0.493131,609.044550,9.865913,94.546938,
1.544164,0.505533,574.104175,11.035580,90.552287,
0.171289,0.481683,545.946948,11.078716,77.285653,
0.045344,0.412242,484.410727,9.548746,62.865812,
0.009093,0.353316,393.533383,7.290998,62.380179,
0.002892,0.345583,331.695935,6.132804,62.261691,
0.000000,0.357633,328.746948,5.783110,73.198965,
0.000000,0.358483,340.301648,5.265800,61.109410,
0.000000,0.365151,342.325827,4.746517,61.411141,
0.000000,0.374274,350.289368,4.393697,59.528790,
0.000000,0.376881,354.461545,3.998131,57.851352,
0.000000,0.380332,347.867880,3.625638,57.902650,
0.000000,0.384264,338.876459,3.337153,55.129064,
0.000000,0.384062,324.479706,3.010015,52.888789,
0.000000,0.384850,302.150653,2.683485,50.603591,
0.000000,0.382193,276.771509,2.356020,71.975479,
0.000000,0.385578,247.779333,2.066740,85.129437,
0.008172,0.391278,226.185046,1.819755,80.296144,
0.002969,0.393593,202.893149,1.597955,74.659428,
0.000000,0.393995,178.603513,1.393368,68.759943,
0.000000,0.393068,155.569037,1.230197,62.997418,
0.000000,0.392522,135.230779,1.106956,56.684405,
0.000000,0.387854,116.353699,1.015424,53.019385,
0.191819,0.394860,99.304151,0.986497,49.220323,
1.678584,0.398335,86.875033,1.019799,44.888381,
5.298472,0.391828,73.804229,1.030946,42.319983,
10.442522,0.385381,63.599754,1.041479,44.223372,
14.219419,0.390985,55.253491,1.044948,42.731874,
15.243354,0.409745,49.184978,1.090459,42.442373,
16.373143,0.451769,44.992013,1.142853,43.266218,
18.182027,0.553156,42.867527,1.317934,42.904276,
20.772855,0.681551,43.429189,1.557936,44.058387,
23.248025,0.790231,44.017599,1.694884,42.264011,
25.577698,0.795604,42.243182,1.650342,41.953840,
28.308189,0.681467,36.523175,1.424300,40.026637,
30.488210,0.619045,28.547038,1.412435,41.301059,
32.076104,0.673546,22.864657,2.398950,43.517303,
32.424770,0.814381,21.227539,4.653920,44.100418,
32.065138,0.920692,24.501006,6.566811,56.570929,
32.009077,1.039540,36.525687,7.194131,63.542231,
32.011870,1.123372,58.374986,7.189353,61.510970,
32.023835,1.138133,73.976714,6.903185,53.863292,
32.017302,1.061379,71.386492,6.489251,43.609771,
32.011832,0.915841,58.448111,5.571210,42.574685,
32.009016,0.838701,43.390745,4.474107,41.120396,
32.012367,0.810482,31.596832,3.676354,36.228382,
32.008623,0.808124,23.740442,2.996372,32.084853,
31.998771,0.791567,17.877149,2.409722,28.678428,
31.992732,0.788037,13.608719,1.949262,25.883109,
31.984526,0.794733,10.592332,1.561420,23.276449,
31.987221,0.792886,8.465349,1.246571,21.112315,
31.993084,0.786342,6.757598,0.983622,19.190620,
32.012023,0.783073,5.373890,0.768219,17.768182,
32.000836,0.783020,4.225034,0.611497,16.563691,
31.971678,0.779394,3.348166,0.494865,14.415893,
31.965459,0.775460,2.624921,0.401380,13.651614,
31.973886,0.779125,2.055204,0.332174,12.997120,
31.964137,0.782772,1.590678,0.280649,12.429065,
31.748635,0.779174,1.196616,0.238542,11.927402,
30.505195,0.771886,0.927313,0.205865,11.542554,
28.337702,0.780033,0.684474,0.182722,11.236963,
25.736010,0.781432,0.547481,0.160139,10.942846,
23.095544,0.771296,0.432900,0.148198,10.665151,
19.905454,0.744549,0.299263,0.133942,10.341447,
16.848472,0.647822,0.196080,0.119206,9.894280,
15.097074,0.500132,0.058583,0.102908,9.450054,
13.217706,0.390577,-0.051988,0.087806,9.138594,
8.402652,0.351837,-0.110491,0.078389,8.952387,
4.373642,0.346584,-0.074440,0.074366,8.839083,
0.965882,0.357598,-0.120860,0.072211,8.731159,
0.113238,0.386789,-0.167912,0.067861,8.699538,
0.029650,0.442257,-0.196790,0.071720,8.752798,
0.007880,0.484607,-0.238657,0.076511,8.755521,
0.000000,0.464876,-0.228611,0.076516,8.640473,
0.000000,0.403058,-0.225204,0.070867,8.486014,
0.000000,0.338889,-0.282858,0.062458,8.309903,
0.000000,0.288811,-0.306545,0.058072,8.163710,
0.000000,0.254760,-0.326670,0.058447,8.052149,
0.000000,0.229877,-0.378073,0.056359,7.856361,
0.000000,0.215470,-0.402809,0.054558,7.752709,
0.000000,0.211307,-0.386503,0.052723,7.699106,
0.000000,0.206743,-0.429598,0.056196,7.654217,
0.000000,0.200312,-0.430953,0.057153,7.615989,
0.000000,0.198731,-0.430160,0.058574,7.570302,
0.001733,0.196012,-0.450234,0.060238,7.543797,
0.001071,0.197287,-0.478878,0.066760,7.523315,
0.000000,0.199624,-0.492441,0.068851,7.495289,
0.000000,0.197669,-0.502064,0.068852,7.468798,
0.000000,0.196187,-0.552781,0.068295,7.448259,
0.000000,0.197869,-0.533433,0.069494,7.436103,
0.007773,0.205020,-0.538885,0.071828,7.435140,
0.633829,0.204569,-0.516403,0.074261,7.417985,
3.580419,0.203400,-0.559971,0.073080,7.411908,
8.745751,0.205462,-0.558461,0.068374,7.405507,
11.879274,0.202070,-0.570317,0.072001,7.387056,
14.226407,0.205183,-0.580956,0.068575,7.409760,
14.851011,0.240556,-0.584591,0.071946,7.594357,
14.875363,0.361935,-0.501646,0.091673,8.136674,
16.050679,0.525199,-0.459427,0.130471,8.759410,
18.716175,0.597448,-0.280827,0.155580,9.208804,
20.739327,0.611820,0.036560,0.153786,9.416069,
23.240521,0.587783,0.194049,0.148919,9.106836,
25.578634,0.476937,0.200808,0.124644,8.654662,
27.443244,0.406049,0.129804,0.099170,8.566521,
29.439196,0.451148,-0.057768,0.093403,8.683933,
31.441156,0.527322,-0.080889,0.101308,8.750560,
33.587166,0.611258,-0.029270,0.109283,8.820261,
34.485380,0.688991,-0.030067,0.113924,8.766996,
34.376488,0.732048,-0.047355,0.111767,8.658991,
35.626353,0.782272,-0.160600,0.103464,8.605192,
37.991212,0.845411,-0.259033,0.100618,8.687682,
40.136876,0.909309,-0.270759,0.112453,8.914209,
41.920615,0.859966,-0.256511,0.138374,8.763565,
43.690369,0.739523,-0.238477,0.139861,8.548399,
45.491320,0.692491,-0.272328,0.133859,8.833844,
47.152812,0.823405,-0.314586,0.175167,9.336896,
48.696607,0.941916,-0.218108,0.225942,10.007743,
50.124629,0.990918,0.363382,0.246087,10.962805,
50.635413,1.025069,2.112152,0.264593,11.747779,
50.224851,1.058506,4.227996,0.273186,12.023460,
49.950758,1.080748,5.339477,0.268897,11.814453,
49.882496,1.098173,5.285427,0.245983,11.369470,
49.826582,1.095957,4.534889,0.224295,10.799478,
49.774575,0.991842,3.699237,0.199013,9.985180,
49.761391,0.810243,2.829442,0.164220,9.183081,
49.806026,0.704784,1.922985,0.131667,8.750112,
49.855564,0.642716,1.269951,0.111760,8.524534,
49.902511,0.625067,0.935754,0.103787,8.362311,
49.837078,0.615660,0.792162,0.097573,8.249365,
48.744505,0.609122,0.715068,0.094977,8.184899,
47.195231,0.609364,0.682645,0.094556,8.218473,
45.418888,0.623313,0.856258,0.094555,8.306467,
43.419942,0.633971,1.371647,0.097540,8.311165,
41.436934,0.624738,2.126109,0.096469,8.170556,
39.404883,0.557551,2.789507,0.093415,7.746113,
37.643634,0.426340,2.896137,0.079136,7.470928,
36.060556,0.327638,2.268191,0.060565,7.314230,
34.926518,0.281411,1.662969,0.054800,7.231926,
34.644797,0.257429,1.281541,0.053088,7.171065,
34.975568,0.246765,1.162898,0.047155,7.129480,
35.190015,0.237571,1.211441,0.047240,7.096199,
35.230939,0.242719,1.207655,0.045212,7.099168,
35.011284,0.268506,1.388056,0.045979,7.104997,
34.659995,0.291968,1.779012,0.047318,7.144491,
34.778114,0.341301,2.131903,0.047166,7.217490,
34.964399,0.396155,2.777410,0.052019,7.253240,
35.148399,0.404013,3.509867,0.055257,7.232406,
35.224862,0.383322,3.708064,0.052558,7.195961,
35.177340,0.352961,3.480642,0.049914,7.161220,
35.112665,0.342999,3.231073,0.047237,7.172999,
34.727544,0.347676,3.024375,0.048045,7.161024,
34.179994,0.337978,2.988327,0.051546,7.126176,
32.782516,0.326599,2.763606,0.060712,7.089809,
29.627767,0.311379,2.357379,0.071129,7.047027,
26.159982,0.298471,1.855213,0.080678,6.997981,
23.002979,0.286907,1.383346,0.086781,6.954549,
19.170077,0.263437,0.968880,0.087059,6.906032,
15.710100,0.230392,0.619269,0.081863,6.863978,
11.322294,0.206374,0.300862,0.075423,6.828657,
7.848599,0.198270,0.079874,0.071184,6.809920,
4.420303,0.204087,-0.033029,0.069462,6.799693,
1.017170,0.204422,-0.086986,0.071183,6.777029,
0.122399,0.197998,-0.226948,0.072897,6.761291,
0.030004,0.190790,-0.293532,0.068188,6.752754,
0.009441,0.194800,-0.360943,0.065412,6.742631,
0.002713,0.205644,-0.450297,0.065496,6.748670,
0.000000,0.212855,-0.449092,0.068298,6.739151,
0.000000,0.211286,-0.475392,0.068012,6.726462,
0.000000,0.198087,-0.508284,0.062439,6.720229,
0.002828,0.179007,-0.567295,0.056340,6.707678,
0.000000,0.149924,-0.595694,0.049505,6.684343,
0.000000,0.120906,-0.663029,0.042372,6.667460,
0.000000,0.102058,-0.659404,0.034454,6.642420,
0.000000,0.093731,-0.693154,0.032789,6.630494,
0.002937,0.087874,-0.747761,0.030782,6.620208,
0.005293,0.083272,-0.744595,0.031927,6.605563,
0.000000,0.083680,-0.761592,0.031348,6.605712,
0.000000,0.086000,-0.773592,0.031247,6.601448,
0.000000,0.084657,-0.712260,0.033669,6.595680,
0.007989,0.089281,-0.748053,0.032840,6.597903,
0.587053,0.106793,-0.755818,0.032588,6.610579,
3.932109,0.130466,-0.719185,0.034942,6.630113,
9.986401,0.153363,-0.736876,0.039305,6.646242,
14.208396,0.171302,-0.707606,0.040607,6.659173,
14.300928,0.181485,-0.697033,0.042022,6.665766,
14.883080,0.227872,-0.713179,0.043708,6.716168,
15.102423,0.365433,-0.634505,0.054886,6.850183,
14.670166,0.530245,-0.537105,0.070812,7.076754,
15.270680,0.623632,-0.503440,0.077481,7.300870,
15.511005,0.578933,-0.518656,0.074945,7.386588,
15.413058,0.498807,-0.557111,0.067436,7.528897,
15.110958,0.454165,-0.547699,0.066845,7.702391,
13.576374,0.420536,-0.448950,0.074434,7.835037,
11.612121,0.408575,-0.302467,0.089499,7.897947,
8.412611,0.406591,-0.152234,0.110009,7.805283,
5.537412,0.392005,0.017231,0.119978,7.648900,
1.508522,0.371307,0.099201,0.117896,7.507223,
0.199453,0.351111,0.119055,0.113171,7.349538,
0.059635,0.316733,0.075457,0.105996,7.194534,
0.015327,0.279866,-0.059414,0.093867,7.082495,
0.002832,0.256490,-0.192268,0.082544,7.001222,
0.000000,0.242051,-0.223014,0.076014,6.948613,
0.000000,0.232151,-0.277797,0.072542,6.900478,
0.000000,0.217640,-0.372533,0.069117,6.838793,
0.000000,0.190669,-0.385813,0.059898,6.769244,
0.000000,0.157340,-0.465915,0.055275,6.707462,
0.000000,0.130665,-0.589465,0.047285,6.662371,
0.000000,0.112575,-0.652536,0.041640,6.634083,
0.000000,0.104439,-0.729559,0.036965,6.628841,
0.000000,0.099809,-0.703622,0.036302,6.615434,
0.000000,0.093378,-0.688980,0.033541,6.595621,
0.000000,0.087767,-0.727744,0.030489,6.582055,
0.004627,0.084330,-0.731944,0.030342,6.578818,
0.000825,0.082723,-0.729599,0.030361,6.580889,
0.000000,0.081860,-0.788539,0.031636,6.573191,
0.000000,0.081221,-0.763460,0.031367,6.571022,
0.000000,0.079484,-0.768042,0.028017,6.567519,
0.028575,0.083076,-0.793127,0.027801,6.578930,
1.000510,0.102298,-0.756273,0.032146,6.628517,
4.480916,0.134011,-0.701175,0.039671,6.679545,
8.836108,0.160746,-0.677096,0.044829,6.700863,
11.818833,0.172144,-0.625038,0.049728,6.708963,
14.902775,0.187895,-0.591529,0.051544,6.778486,
14.970952,0.264044,-0.509241,0.056519,6.977738,
14.831230,0.409950,-0.258889,0.075135,7.201385,
16.107763,0.497275,0.221551,0.088801,7.399304,
19.851489,0.523224,0.919328,0.086194,8.173835,
23.416547,0.572623,3.674056,0.080500,9.220244,
26.162391,0.530023,12.082381,0.071023,9.114261,
28.859334,0.420687,19.922624,0.057476,8.826194,
31.202221,0.378689,21.304663,0.045234,9.834246,
